MapNo,Lon,Lat,DeltaR,DeltaRErr,Reference,Locality,Subregion,Notes,CollectionYear,ReservoirAge,ReservoirErr,C14age,C14err,LabID,Delta13C,TaxaNo,RefNo,nextime,last_changed
209,3.5,43.33,-87,40,"Siani, G, Pa:2000","Marseille, France",,,1874,420,41,550,40,GifA-96709,,226,130,,30/08/2023 13:38
210,3,42.5,-39,35,"Siani, G, Pa:2000","Banyuls, Spain",,,1906,464,36,570,35,GifA-96716,,14,130,,30/08/2023 13:38
686,10.02,55.87,-253,72,"Krog, H and T:1974","Vorso, Horsens Fjord, Denmark",,"b,j",1934,190,72,351,72,K-332,,155,89,,14/09/2024 14:59
684,11.45,58.27,-218,56,"Olsson, I U,:1980","Gullmarsfjorden, W. coast of Sweden",,b,1950,186,57,385,56,St-363,,295,112,,11/08/2020 23:00
683,11.45,58.27,-310,56,"Olsson, I U,:1980","Gullmarsfjorden, W. coast of Sweden",,b,1905,198,56,300,56,St-365,,295,112,,11/08/2020 23:00
215,5.98,43.17,-255,35,"Siani, G, Pa:2000","Toulon, France",,d,1837,281,36,405,35,Gif-4068,,15,130,,30/08/2023 13:38
216,3,42.5,-48,55,"Siani, G, Pa:2000","Banyuls, Spain",,,1900,469,55,565,55,Ly-6900,,252,130,,30/08/2023 13:38
217,-4.42,36.75,-174,35,"Siani, G, Pa:2000","Malaga, Spain",,,1929,268,36,430,35,GifA-96715,,48,130,,30/08/2023 13:38
218,2.92,36.8,16,40,"Reimer, P J :2002","Castiglione, Algeria",,,1931,456,41,620,40,CAMS-69543,,233,124,,11/08/2020 23:00
219,2.92,36.8,-94,40,"Reimer, P J :2002","Castiglione, Algeria",,,1931,346,41,510,40,CAMS-69544,,208,124,,11/08/2020 23:00
220,12,42,-174,60,M. Taviani a:?,Central Tyrrhenian Sea,,,1920,293,60,430,60,CAMS-16300,,65,162,,11/08/2020 23:00
221,12,42,-124,60,M. Taviani a:?,Central Tyrrhenian Sea,,,1920,343,60,480,60,CAMS-16301,,158,162,,11/08/2020 23:00
222,8.67,42.67,-109,40,"Siani, G, Pa:2000","Bastia, Corsica",,,1921,355,41,495,40,GifA-96704,,46,130,,30/08/2023 13:38
223,14.08,40.92,-103,40,"Siani, G, Pa:2000","Naples, Italy",,,1873,406,41,535,40,GifA-96717,,16,130,,30/08/2023 13:38
224,14.08,40.92,-12,110,"Siani, G, Pa:2000","Naples, Italy",,,1892,507,110,610,110,GifA-96725,,175,130,,30/08/2023 13:38
225,14,38,-88,50,"Siani, G, Pa:2000",Sicily,,c,1900,429,50,525,50,Ly-6863,,45,130,,30/08/2023 13:38
682,11.43,58.25,-183,45,"Håkansson, :1987","Gunnarsfjarden, outside Kristineberg, W.",,b,1946,230,46,420,45,Lu-1781,,19,72,,11/08/2020 23:00
681,11.43,58.25,-153,45,"Håkansson, :1987","Gunnarsfjarden, outside Kristineberg, W.",,b,1946,260,46,450,45,Lu-1782,,19,72,,11/08/2020 23:00
680,23.4,70.27,-58,57,"Mangerud, J,:1972","Komagfjord, Finnmark, N Norway",,b,1922,405,57,546,57,T-958,,155,101,,11/08/2020 23:00
230,20.75,37.75,17,40,"Reimer, P J :2002","Zante, Greece",,,1942,442,41,620,40,CAMS-69547,,59,124,,11/08/2020 23:00
231,35.5,33.87,-114,40,"Reimer, P J :2002","Beirut, Lebanon",,,1929,328,41,490,40,CAMS-69545,,193,124,,11/08/2020 23:00
232,35.5,33.87,-204,50,"Reimer, P J :2002","Beirut, Lebanon",,,1929,238,50,400,50,CAMS-69546,,59,124,,11/08/2020 23:00
233,34.83,32.17,-93,40,"Reimer, P J :2002","Netamiya, Israel",,,1937,349,41,510,40,CAMS-69540,,177,124,,11/08/2020 23:00
234,18.33,40.83,-39,60,M. Taviani a:?,"South Adriatic, Barletta, Italy",,,1906,464,60,570,60,CAMS-16299,,59,162,,11/08/2020 23:00
235,12.57,44.07,-20,28,LANGONE Leon:1996,"North Adriatic,Rimini, Italy",,,1911,468,29,587,28,CAMS-mean,,7,160,,11/08/2020 23:00
236,15.5,43.83,-258,35,"Siani, G, Pa:2000",Dalmatia,,c,1873,251,36,380,35,GifA-96707,,111,130,,30/08/2023 13:38
237,13.5,45,-214,50,"Siani, G, Pa:2000","Rovigne, Croatia",,,1926,237,50,390,50,GifA-96718,,121,130,,30/08/2023 13:38
238,17,42.5,-102,30,"Siani, G, Pa:2000",Adriatic Sea,,c,1867,415,31,540,30,GifA-96722,,104,130,,30/08/2023 13:38
679,28.67,70.75,-60,47,"Mangerud, J :1975","Tanafjord, Finnmark, N Norway",,"b,c",1876,446,47,576,47,T-1535,,24,102,,11/08/2020 23:00
678,6.8,61.18,-173,57,"Mangerud, J,:1972","Leikanger, Sognefjord, Norway (20 - 40 m",,"b,f",1912,314,57,433,57,T-951,,39,101,,11/08/2020 23:00
241,22.8,37.57,-103,40,"Reimer, P J :2002","Nauplia, Greece",,,1940,330,41,500,40,CAMS-69541,,86,124,,11/08/2020 23:00
242,22.63,37.95,7,40,"Reimer, P J :2002","Piraeus, Greece",,,1943,429,41,610,40,CAMS-69542,,184,124,,11/08/2020 23:00
243,28.58,40.5,-63,40,"Siani, G, Pa:2000","Istanbul, Turkey, Marmara Sea",,,1951,339,44,540,40,GifA-96714,,48,130,,30/08/2023 13:38
244,28.58,41.5,-68,40,"Siani, G, Pa:2000","Istanbul, Turkey, Marmara Sea",,,1900,449,41,545,40,GifA-96713,,48,130,,30/08/2023 13:38
245,26,40.5,-8,40,"Siani, G, Pa:2000",Dardanelli Strait,,,1900,509,41,605,40,GifA-96708,,111,130,,30/08/2023 13:38
246,28,42.17,-180,40,"Siani, G, Pa:2000",Black Sea,,c,1837,356,41,480,40,GifA-96698,,56,130,,30/08/2023 13:38
247,28.5,44.5,-42,40,"Siani, G, Pa:2000",Black Sea,,c,1843,488,41,615,40,GifA-96701,,46,130,,30/08/2023 13:38
248,33.5,44.67,-144,35,Jones G A an:1994,Crimea,,,1931,296,36,460,35,OS-718,,156,83,,11/08/2020 23:00
249,50,45,-159,50,"Olsson, I U,:1980","Kulalai, Caspian Sea",,c,1899,358,50,455,50,U-4113,,303,112,,11/08/2020 23:00
250,35,27,-86,40,"Siani, G, Pa:2000",Red Sea,,c,1904,426,41,525,40,GifA-96703,,46,130,,30/08/2023 13:38
251,34,27,-12,64,"Cember, R P,:1989","Hurghada, Egypt",,d,1914,473,64,594,64,LDGO-1669,,268,30,,11/08/2020 23:00
252,34,27,20,64,"Cember, R P,:1989","Hurghada, Egypt",,d,1950,424,65,623,64,LDGO-1671-PN,,283,30,,11/08/2020 23:00
253,43,12,9,64,"Cember, R P,:1989","Djibouti,Gulf of Aden",,"e,g(pre Worl",1940,442,64,612,64,LDGO-1659,,276,30,,11/08/2020 23:00
254,37.22,19.62,-31,54,"Cember, R P,:1989","Port Sudan, Sudan",,e,1914,454,54,575,54,LDGO-1660,,274,30,,11/08/2020 23:00
255,38,20,-59,38,"Southon, J, :2002",Red Sea,,c,1839,472,39,600,38,CAMS-3939+39,,193,132,,11/08/2020 23:00
256,51.4,25.3,46,53,"Southon, J, :2002",Dohar (Qatar),,,1952,446,56,649,53,CAMS-3958,,193,132,,11/08/2020 23:00
257,34.31,27.85,84,25,"Felis, T, Lo:2004",Ras Umm Sidd,,,1750,638,26,815,25,KIA-11296,,288,49,,11/08/2020 23:00
258,34.31,27.85,-16,25,"Felis, T, Lo:2004",Ras Umm Sidd,,,1750,538,26,715,25,KIA-11297,,288,49,,11/08/2020 23:00
259,34.31,27.85,-2,30,"Felis, T, Lo:2004",Ras Umm Sidd,,,1804,543,31,700,30,KIA-14536,,288,49,,11/08/2020 23:00
260,34.31,27.85,-23,30,"Felis, T, Lo:2004",Ras Umm Sidd,,,1900,494,31,590,30,KIA-14539,,288,49,,11/08/2020 23:00
261,34.97,29.46,58,35,"Felis, T, Lo:2004",Aquaba,,,1804,603,36,760,35,KIA-14540,,288,49,,11/08/2020 23:00
262,34.97,29.46,-38,30,"Felis, T, Lo:2004",Aquaba,,,1900,479,31,575,30,KIA-14537,,288,49,,11/08/2020 23:00
263,-110,24,99,18,"Frantz, B R,:2000","La Paz, Baja Sur California",,"d,midpoint(4",1922,562,19,703,18,CAMS-44073-4,,207,52,,30/08/2023 13:38
264,-111.9671,28.7869,389,53,"Berger, R, T:1966","Kino Bay, Sonora, Mexico",,c,1935,833,54,993,53,UCLA-914,,245,9,,11/08/2020 23:00
265,-111,26,394,54,"Berger, R, T:1966","Carmen Is., Gulf of California, Mexico",,c,1911,882,54,1001,54,UCLA-917,,221,9,,11/08/2020 23:00
266,-111,26,307,60,"Ingram, B L :1996","Carmen Is., Gulf of California, Mexico",,c,1940,740,61,910,60,CAMS-18499,,180,82,,11/08/2020 23:00
267,-110.8356,27.8196,301,50,"Goodfriend, :1997",Guaymas,,"c,g",1884,815,51,930,50,AA-14990,,51,58,,11/08/2020 23:00
268,-111,28,206,50,"Goodfriend, :1997",Guaymas,,c,1930,647,50,810,50,AA-14997,,51,58,,11/08/2020 23:00
269,-113.5,29,382,50,"Goodfriend, :1997",Bahia de los Angeles,,c,1940,815,51,985,50,AA-14991,,51,58,,11/08/2020 23:00
270,-113.5,29,291,40,"Goodfriend, :1997",Bahia de los Angeles,,c,1921,755,41,895,40,AA-17744,,51,58,,11/08/2020 23:00
271,-111,28,307,50,"Goodfriend, :1997",Pajaro Island,,c,1940,740,51,910,50,AA-14995,,201,58,,11/08/2020 23:00
272,-112,26.67,192,55,"Goodfriend, :1997",Santa Inez Bay,,c,1936,635,56,795,55,AA-17484,,55,58,,11/08/2020 23:00
273,-111,28,257,50,"Ingram, B L :1996","Miramar Beach, Guaymas",,c,1940,690,51,860,50,CAMS-18489,,130,82,,11/08/2020 23:00
274,-111,28,76,50,"Goodfriend, :1997",Guaymas,,c,1930,517,50,680,50,AA-14996,,51,58,,11/08/2020 23:00
275,-111,28,-12,50,"Goodfriend, :1997",Guaymas,,c,1859,511,50,635,50,AA-14993,,52,58,,11/08/2020 23:00
276,-115,31.67,451,50,"Goodfriend, :1997",Mouth of Colorado River,,c,1884,965,51,1080,50,AA-14992,,52,58,,11/08/2020 23:00
277,-114.5,29.83,451,55,"Goodfriend, :1997",Bahia S.L. Gonzago,,c,1921,915,55,1055,55,AA-17486,,51,58,,11/08/2020 23:00
278,-115,31.08,486,55,"Goodfriend, :1997",San Felipe,,c,1934,929,56,1090,55,AA-17482,,53,58,,11/08/2020 23:00
279,-113.67,31.3,401,70,"Goodfriend, :1997",Puerto Penasco,,c,1934,844,70,1005,70,AA-17483,,201,58,,11/08/2020 23:00
280,-113.67,31.3,271,50,"Goodfriend, :1997",Puerto Penasco,,"c,g(5)",1930,712,50,875,50,AA-14998,,51,58,,11/08/2020 23:00
281,-113.67,31.3,507,85,"Goodfriend, :1997",Puerto Penasco,,c,1940,940,85,1110,85,AA-14994,,201,58,,11/08/2020 23:00
282,-113.58,31.5,247,65,"Flessa, KW, :1993",Cholla Bay,,c,1949,653,66,850,65,?,,51,50,,11/08/2020 23:00
285,-115,28,11,51,"Berger, R, T:1966","Cedro Is., Baja California, Mexico",,c,1939,448,52,614,51,UCLA-963,,170,9,,11/08/2020 23:00
286,-112,25,57,53,"Berger, R, T:1966","Magdaleno Bay, Baja California, Mexico",,c,1938,497,54,660,53,UCLA-939,,17,9,,11/08/2020 23:00
287,-110,23,180,45,"Berger, R, T:1966","Cape San Lucas, Baja California, Mexico",,c,1932,621,46,784,45,UCLA-916,,221,9,,11/08/2020 23:00
288,-106,23,59,48,"Berger, R, T:1966","Mazatlan, Sinaloa, Mexico",,c,1939,496,49,662,48,UCLA-913,,439,9,,11/08/2020 23:00
289,-106,22,85,50,"Berger, R, T:1966","Isabel Island, Nayarit, Mexico",,c,1938,525,51,688,50,UCLA-936,,147,9,,11/08/2020 23:00
290,-105,21,3,50,"Berger, R, T:1966","Banderas Bay, Jalisco, Mexico",,c,1938,443,51,606,50,UCLA-940,,221,9,,11/08/2020 23:00
291,-104,19,71,50,"Berger, R, T:1966","Manzanillo, Colima, Mexico",,c,1930,512,50,675,50,UCLA-915,,179,9,,11/08/2020 23:00
292,-96,16,18,50,"Berger, R, T:1966","Guatulco Bay, Oaxaca,",,c,1938,458,51,621,50,UCLA-938,,253,9,,11/08/2020 23:00
293,-78,26,-175,42,"Broecker, W :1961",Bahama Islands,,,1950,229,43,428,42,L-576B,,223,24,,11/08/2020 23:00
294,-78,26,-104,59,"Broecker, W :1961",Bahama Islands,,g(5),1885,409,59,525,59,L-576G,,223,24,,11/08/2020 23:00
1864,-64.808,32.4514,-264,29,"Druffel, et al, 1997","North Rock, Bermuda",Western Atlantic,midpoint of 1948-49,1949,142,30,339,29,ucid-990,-0.53,273,177,2196,30/08/2023 13:38
296,-83,24,-45,51,"Lighty, R.G.:1982","Tortugas, Florida",,"c,j",1884,469,52,584,51,SI-?,,270,94,,11/08/2020 23:00
297,-77.62,24.23,-12,66,"Lighty, R.G.:1982","Golding Cay, Bahamas",,j,1912,475,66,594,66,SI-?,,270,94,,11/08/2020 23:00
1865,-87.7911,16.8231,-157,26,"Druffel, 1980",Glover Reef,Carribean Sea,midpoint of 1949-1951,1950,247,27,446,26,LJ-4517,,278,179,2223,30/08/2023 13:38
299,-78,18,-181,42,"Broecker, W :1961","Jamaica, B.W.I.",,g(1),1930,260,43,423,42,L-576A,,122,24,,11/08/2020 23:00
300,-78,18,-204,41,"Broecker, W :1961","Jamaica, B.W.I.",,,1884,310,42,425,41,L-576F,,122,24,,11/08/2020 23:00
301,-65,10.67,-114,60,"Hughen, K A,:2004","Cariaco Basin, Venezuela",,"h, varve age",1935,330,61,490,60,CAMS-20513,,298,80,,11/08/2020 23:00
302,-65,10.67,-147,50,"Hughen, K A,:2004","Cariaco Basin, Venezuela",,varve age 50,1910,342,50,460,50,CAMS-20514,,298,80,,11/08/2020 23:00
1019,142,27,-207,43,"Yoneda, M, U:2007","Chichi Is, Ogasawara",12,,1893,313,,414,43,TERRA-062905,3,343,157,,11/08/2020 23:00
1018,142,27,-181,58,"Yoneda, M, U:2007","Chichi Is, Ogasawara",12,,1894,340,,439,58,TERRA-062905,2,341,157,,11/08/2020 23:00
1723,-65.23,10.9,-143,24,"Guilderson, :2005",Isla Tortugas,cariaco,,1943,279,,460,24,CAMS-74011,,278,65,1797,11/08/2020 23:00
1017,142,27,-116,43,"Yoneda, M, U:2007","Chichi Is, Ogasawara",12,,1894,405,,504,43,TERRA-062905,2,341,157,,11/08/2020 23:00
307,-43,-23,-199,42,"Eastoe, CJ, :2002",Fazenda Jap.,,"c,d",1944,219,43,404,42,A-10037,,110,48,,30/08/2023 13:38
677,26,60,-240,60,"Olsson, I U,:1980",Gulf of Finland,,b,1894,281,60,380,60,U-4179,,304,112,,11/08/2020 23:00
676,20,62,-154,60,"Olsson, I U,:1980","Kallskaren, Gulf of Bothnia, E. of Swede",,"b,c",1906,349,60,455,60,U-4173,,305,112,,11/08/2020 23:00
311,-45.34,-23.73,-153,40,Nadal De Mas:1999,Ponta das Canas,,,1942,272,41,450,40,CAMS-51903,,230,108,,11/08/2020 23:00
312,-45.34,-23.73,-93,40,Nadal De Mas:1999,Ponta das Canas,,,1942,332,41,510,40,CAMS-52523,,230,108,,11/08/2020 23:00
313,-45.34,-23.73,-153,40,Nadal De Mas:1999,Ponta das Canas,,,1942,272,41,450,40,CAMS-52772,,230,108,,11/08/2020 23:00
314,-45.34,-23.73,-213,40,Nadal De Mas:1999,Ponta das Canas,,,1942,212,41,390,40,CAMS-52773,,230,108,,11/08/2020 23:00
315,-48.45,-27.4333,-103,40,Nadal De Mas:1999,Canasvieras,,c,1942,322,41,500,40,CAMS-48547,,259,108,,11/08/2020 23:00
317,-48.47,-27.42,-23,40,"Angulo, R. J:2005","Ilha do Fran�es, Santa Catarina",,g,1944,395,41,580,40,GX-29110,,40,2,,11/08/2020 23:00
318,-48.48,-27.68,-53,40,"Angulo, R. J:2005","Campeche, Santa Catarina",,g,1940,380,41,550,40,GX-29111,,206,2,,11/08/2020 23:00
319,-48.47,-27.68,-103,40,"Angulo, R. J:2005","Ilha do Fran�es, Santa Catarina",,g,1940,330,41,500,40,GX-29113,,114,2,,11/08/2020 23:00
320,-48.28,-25.5,-193,40,"Angulo, R. J:2005","Ilha do Mel, Paran�",,g,1940,240,41,410,40,GX-29114,,205,2,,11/08/2020 23:00
321,-48.28,-25.5,-143,40,"Angulo, R. J:2005","Ilha do Mel, Paran�",,g,1940,290,41,460,40,GX-29112,,313,2,,11/08/2020 23:00
322,-48.3,-25.52,-114,40,"Angulo, R. J:2005","Mar de Dentro,Ilha do Mel, Paran�",,g,1933,328,41,490,40,GX-29109,,160,2,,11/08/2020 23:00
323,-158,21.3,-29,51,"Broecker, W :1961","Oahu, Hawaii",,"g(1),c",1841,500,52,629,51,L-576J,,246,24,,11/08/2020 23:00
325,-158,21.3,357,70,"Dye, T, 1994:1994","Waimanalo, Oahu",,,1936,800,70,960,70,Beta-12749,,68,46,,11/08/2020 23:00
327,-157.95,21.35,-174,60,"Dye, T, 1994:1994","Pearl Harbor, Oahu",,,1927,274,60,430,60,Beta-15793,,424,46,,11/08/2020 23:00
328,-157.72,21.4,-93,60,"Dye, T, 1994:1994","Kaneohe Bay, Oahu",,,1947,317,61,510,60,Beta-15794,,68,46,,11/08/2020 23:00
329,-157.72,21.4,76,40,"Dye, T, 1994:1994","Waikane, Oahu",,,1925,531,41,680,40,Beta-14024,,424,46,,11/08/2020 23:00
330,-160,22,-200,60,"Dye, T, 1994:1994","Pukoo, MolokaI Island",,,1905,308,60,410,60,Beta-12903,,424,46,,11/08/2020 23:00
331,-155.61,18.97,136,100,"Dye, T, 1994:1994","Kaulana, HawaiI",,,1923,597,100,740,100,Beta-54336/C,,42,46,,11/08/2020 23:00
332,-155.61,18.97,126,80,"Dye, T, 1994:1994","Kaulana, Hawaii",,,1923,587,80,730,80,Beta-54334/C,,83,46,,11/08/2020 23:00
333,-154.79,19.4,6,80,"Dye, T, 1994:1994","Keaau, Hawaii",,,1924,464,80,610,80,Beta-54335/C,,167,46,,11/08/2020 23:00
335,-158,21.3,664,80,"Dye, T, 1994:1994","Barbers Point, Oahu",,,1914,1149,80,1270,80,Beta-54332/C,,42,46,,11/08/2020 23:00
336,-158,21.3,374,80,"Dye, T, 1994:1994","Barbers Point, Oahu",,,1915,857,80,980,80,Beta-54331/C,,83,46,,11/08/2020 23:00
337,-158,21.65,626,80,"Dye, T, 1994:1994","Kualakai, Oahu",,,1930,1067,80,1230,80,Beta-54333/C,,167,46,,11/08/2020 23:00
1559,-2.0833,47,-114,45,Tisnérat-La:2010,Loire inf�rieure,Northeast Atlantic,,1871,400,45,525,45,GifA-100672,,459,146,,30/08/2023 13:38
1558,-1.5833,48.8333,-325,50,Tisnérat-La:2010,Granville,Northeast Atlantic,,1870,191,50,315,50,GifA-100695,,458,146,,30/08/2023 13:38
1557,-1.8333,48.8667,-144,50,Tisnérat-La:2010,Iles Chausey,Northeast Atlantic,,1829,424,51,520,50,GifA-100670,,175,146,,30/08/2023 13:38
342,124.33,24.55,-152,40,"Hideshima, S:2001","Ishigaki Island, Japan",,g(4),1901,365,41,460,40,ISH-993-1901,,288,75,,30/08/2023 13:38
343,124.33,24.55,-217,40,"Hideshima, S:2001","Ishigaki Island, Japan",,g(4),1911,271,41,390,40,ISH-993-1911,,288,75,,30/08/2023 13:38
344,124.33,24.55,-134,40,"Hideshima, S:2001","Ishigaki Island, Japan",,g(4),1931,306,41,470,40,ISH-993-1931,,288,75,,30/08/2023 13:38
345,124.33,24.55,-38,45,"Hideshima, S:2001","Ishigaki Island, Japan",,g(4),1941,391,46,565,45,ISH-993-1941,,288,75,,30/08/2023 13:38
346,124.33,24.55,42,45,"Hideshima, S:2001","Ishigaki Island, Japan",,g(4),1948,450,46,645,45,ISH-993-1948,,288,75,,30/08/2023 13:38
347,-85,10,91,37,"Taylor, R E :1967","Port Parker, Costa Rica",,c,1935,535,38,695,37,UCLA-1254,,221,143,,11/08/2020 23:00
348,-82,8,-201,51,"Taylor, R E :1967","Secas Island, Panama",,c,1934,242,52,403,51,UCLA-1256A,,256,143,,11/08/2020 23:00
349,-82,8,-97,49,"Taylor, R E :1967","Secas Island, Panama",,c,1935,347,50,507,49,UCLA-1256B,,220,143,,11/08/2020 23:00
350,-90.9,14,76,50,"Ingram, B L :1996","San Jose de Guate, Guatemala",,g,1932,517,51,680,50,CAMS-18491,,130,82,,11/08/2020 23:00
351,-87.6,13.2,27,50,"Ingram, B L :1996","Gulf of Fonseca, Honduras",,g,1938,467,51,630,50,CAMS-18492,,154,82,,11/08/2020 23:00
352,-87.2,12.5,137,50,"Ingram, B L :1996","Corinto, Nicaragua",,g,1939,574,51,740,50,CAMS-18490,,130,82,,11/08/2020 23:00
353,-109.33,-27.17,-248,18,"Beck, J W, H:2003",Easter Island,,"c,midpoint(5",1950,156,22,355,18,AA-series,,272,7,,30/08/2023 13:38
354,-91,0,-66,83,"Taylor, R E :1967","Santiago Is., Galapagos",,c,1934,377,83,538,83,UCLA-1255A,,117,143,,11/08/2020 23:00
355,-91,0,141,82,"Taylor, R E :1967","Santiago Is., Galapagos",,c,1934,584,82,745,82,UCLA-1255B,,29,143,,11/08/2020 23:00
356,-90,0,-136,43,"Taylor, R E :1967","Espanola Is., Galapagos",,c,1934,307,44,468,43,UCLA-1255C,,97,143,,11/08/2020 23:00
357,-90,0,-161,40,"Taylor, R E :1967","Santa Cruz Is., Galapagos",,c,1932,280,41,443,40,UCLA-1255D,,165,143,,11/08/2020 23:00
358,-80,-3,-369,37,"Taylor, R E :1967","Guayaquil, Ecuador",,c,1927,79,38,235,37,UCIA-1249A,,47,143,,11/08/2020 23:00
359,-80,-3,-68,45,"Taylor, R E :1967","Guayaquil, Ecuador",,c,1927,380,46,536,45,UCLA-1249B,,237,143,,11/08/2020 23:00
1867,22.1113,-34.1581,-25,30,"Wuendsch, et al 2016","Mossel Bay, Western Cape",Southern Africa,NULL,1898,492,31,590,30,Beta-392092,0,503,180,,11/08/2020 23:00
361,-81.75,7.8,-106,16,"Druffel, E.,:1995","Uva Island, Gulf of Chiriqui, Panama",,"midpoint(3),",1952,294,24,497,16,WH-series,,277,38,,11/08/2020 23:00
363,-80,-10,96,49,"Taylor, R E :1967",Northern Peru,,"c,g(5)",1935,540,50,700,49,UCLA-1282,,222,143,,11/08/2020 23:00
364,-70,-24,22,34,"Taylor, R E :1967","Antofagasta, Chile",,c,1925,477,35,626,34,UCLA-1277,,66,143,,11/08/2020 23:00
365,-72,-33,166,76,"Taylor, R E :1967","Valparaiso, Chile",,"c,g(5)",1935,610,77,770,76,UCLA-1278,,235,143,,11/08/2020 23:00
366,-71.8,-33.1,-83,50,"Ingram, B L :1996","Valparaiso, Chile",,g,1939,354,51,520,50,CAMS-17919/1,,154,82,,11/08/2020 23:00
367,-78,-14,523,44,"Taylor, R E :1967",Peru,,"c,g(5)",1935,967,45,1127,44,UCLA-1279,,176,143,,11/08/2020 23:00
368,-72.65,-51.7,77,40,"Ingram, B L :1996","Puerto Natales, Chile",,g,1939,514,41,680,40,CAMS-17918,,154,82,,11/08/2020 23:00
1556,-1.5833,48.8333,-194,60,Tisnérat-La:2010,Granville,Northeast Atlantic,,1829,374,61,470,60,GifA-100704,,457,146,,30/08/2023 13:38
1555,-3.9833,48.7167,-126,140,Tisnérat-La:2010,Roscoff,Northeast Atlantic,,1828,444,140,540,140,GifA-100698,,456,146,,30/08/2023 13:38
1554,-1.6,43.4167,-10,45,Tisnérat-La:2010,Gu�thary,Northeast Atlantic,,1898,507,46,605,45,GifA-100707,,455,146,,30/08/2023 13:38
1553,-1.65,43.3833,-85,50,Tisnérat-La:2010,Saint-Jean-de-Luz,Northeast Atlantic,,1898,432,50,530,50,GifA-100711,,16,146,,30/08/2023 13:38
1552,-1.1667,44.7167,-151,39,Tisnérat-La:2010,Arcachon,Northeast Atlantic,,1892,368,40,471,39,GifA-40018/SM,,188,146,,30/08/2023 13:38
1551,-1.1667,46.1667,-152,60,Tisnérat-La:2010,La Rochelle,Northeast Atlantic,,1892,367,60,470,60,GifA-100682,,59,146,,30/08/2023 13:38
1550,-4.5,48.3833,-207,45,Tisnérat-La:2010,Brest,Northeast Atlantic,,1892,312,46,415,45,GifA-100680,,58,146,,30/08/2023 13:38
1549,-1.1667,44.7167,-135,39,Tisnérat-La:2010,Arcachon,Northeast Atlantic,,1891,381,40,488,39,GifA-40019/SM,,188,146,,30/08/2023 13:38
1548,-1.1667,44.7167,-229,40,Tisnérat-La:2010,Arcachon,Northeast Atlantic,,1890,285,41,395,40,GifA-40020/SM,,188,146,,30/08/2023 13:38
381,115.67,-32.25,-130,85,"Gillespie, R:1979","Garden Island, W. Australia",,e,1930,311,86,474,85,SUA-355,,204,56,,11/08/2020 23:00
1547,-1.6167,49.6333,-100,160,Tisnérat-La:2010,Cherbourg,Northeast Atlantic,,1870,416,160,540,160,GifA-100710,,454,146,,30/08/2023 13:38
383,116.5,-35,-42,88,"Bowman, G M :1985","Nornalup, WA. Australia",,"c,d",1938,398,88,561,88,CS-394,,185,21,,11/08/2020 23:00
384,116.5,-35,-11,117,"Bowman, G M :1985","Nornalup, WA. Australia",,"c,d",1938,429,117,592,117,CS-400,,185,21,,11/08/2020 23:00
385,116.5,-35,-85,86,"Bowman, G M :1985","Nornalup, WA. Australia",,c,1938,355,86,518,86,CS-401,,185,21,,11/08/2020 23:00
1497,-67.0012,17.9346,-161,24,"Kilbourne, K:2007","La Parguera, Puerto Rico",Carribean Sea,,1950,243,25,442,24,CAMS-119303,-1.02,317,86,1498,11/08/2020 23:00
1495,34.8482,32.3384,-93,40,"Boaretto, E,:2010",Israel,Eastern Mediterranean,,1937,349,,510,40,CAMS-69540,1.4,177,19,,11/08/2020 23:00
1494,34.9227,32.6432,-163,50,"Boaretto, E,:2010",Israel,Eastern Mediterranean,,1937,279,54,440,50,RTT-4978,0.9,65,19,,30/08/2023 13:38
1493,35.0138,32.8431,-258,50,"Boaretto, E,:2010",Israel,Eastern Mediterranean,,1937,184,54,345,50,RTT-4979,2.2,184,19,,30/08/2023 13:38
1492,34.8482,32.3384,-213,50,"Boaretto, E,:2010",Israel,Eastern Mediterranean,,1937,229,54,390,50,RTT-4980,2.1,177,19,,30/08/2023 13:38
1491,34.9227,32.6432,-68,50,"Boaretto, E,:2010",Israel,Eastern Mediterranean,,1937,374,54,535,50,RTT-4981,1.7,448,19,,30/08/2023 13:38
392,122.23,-17.97,-43,78,"Bowman, G M :1985","Broome, WA",,g(24),1926,408,79,561,78,CS-439,,189,22,,11/08/2020 23:00
393,122.23,-17.97,-137,78,"Bowman, G M :1985","Broome, WA",,g(24),1926,314,79,467,78,CS-440,,189,22,,11/08/2020 23:00
394,122.23,-17.97,-141,109,"Bowman, G M :1985","Broome, WA",,g(24),1926,310,109,463,109,CS-441,,83,22,,11/08/2020 23:00
395,125.25,-15,42,78,"Bowman, G M :1985","Port George, WA",,g(24),1926,493,79,646,78,CS-442,,94,22,,11/08/2020 23:00
396,122.23,-17.97,-145,119,"Bowman, G M :1985","Broome, WA",,g(24),1926,306,119,459,119,CS-443,,234,22,,11/08/2020 23:00
397,122.23,-17.97,-194,119,"Bowman, G M :1985","Broome, WA",,g(24),1926,257,119,410,119,CS-444,,247,22,,11/08/2020 23:00
398,122.23,-17.97,-40,78,"Bowman, G M :1985","Broome, WA",,g(24),1926,411,79,564,78,CS-445,,84,22,,11/08/2020 23:00
399,106.5,-7,-117,70,"Southon, J, :2002","Pelabuhanratu, Java",,,1910,372,71,490,70,CAMS-6569,,236,132,,11/08/2020 23:00
